|name|printed|r|g|b|w|u|text
8380|harsh mentor|2017-04-28|1|0|0|0|0|whenever an opponent activates an ability of an artifact, creature, or land on the battlefield, if it isn't a mana ability, harsh mentor deals 2 damage to that player.
8381|harsh mercy|2002-10-07|0|0|0|1|0|each player chooses a creature type. destroy all creatures that aren't of a type chosen this way. they can't be regenerated.
8382|harsh scrutiny|2016-09-30|0|0|1|0|0|target opponent reveals their hand. you choose a creature card from it. that player discards that card. scry 1.
8383|harsh sustenance|2015-01-17|0|0|1|1|0|harsh sustenance deals x damage to any target and you gain x life, where x is the number of creatures you control.
8384|haru-onna|2005-06-03|0|1|0|0|0|"when haru-onna enters the battlefield, draw a card.
whenever you cast a spirit or arcane spell, you may return haru-onna to its owner's hand."
8385|harvest gwyllion|2008-07-25|0|0|1|1|0|wither (this deals damage to creatures in the form of -1/-1 counters.)
8386|harvest mage|2000-02-14|0|1|0|0|0|{g}, {t}, discard a card: until end of turn, if you tap a land for mana, it produces one mana of a color of your choice instead of any other type and amount.
8387|harvest pyre|2011-09-24|1|0|0|0|0|"as an additional cost to cast this spell, exile x cards from your graveyard.
harvest pyre deals x damage to target creature."
8388|harvest season|2017-04-28|0|1|0|0|0|search your library for up to x basic land cards, where x is the number of tapped creatures you control, put those cards onto the battlefield tapped, then shuffle.
8389|harvest wurm|1997-06-09|0|1|0|0|0|when harvest wurm enters the battlefield, sacrifice it unless you return a basic land card from your graveyard to your hand.
8390|harvester druid|2002-05-27|0|1|0|0|0|{t}: add one mana of any color that a land you control could produce.
8391|harvester troll|2016-01-22|0|1|0|0|0|when harvester troll enters the battlefield, you may sacrifice a creature or land. if you do, put two +1/+1 counters on harvester troll.
8392|harvester of souls|2012-04-28|0|0|1|0|0|"deathtouch
whenever another nontoken creature dies, you may draw a card."
8393|harvestguard alseids|2014-04-26|0|0|0|1|0|constellation — whenever harvestguard alseids or another enchantment enters the battlefield under your control, prevent all damage that would be dealt to target creature this turn.
8394|harvesttide infiltrator|2022-01-28|1|0|0|0|0|"trample
daybound (if a player casts no spells during their own turn, it becomes night next turn.)"
8395|harvesttide assailant|2022-01-28|1|0|0|0|0|"trample
nightbound (if a player casts at least two spells during their own turn, it becomes day next turn.)"
8396|harvesttide sentry|2022-01-28|0|1|0|0|0|coven — at the beginning of combat on your turn, if you control three or more creatures with different powers, harvesttide sentry can't be blocked by creatures with power 2 or less this turn.
8397|hashep oasis|2017-07-14|0|0|0|0|0|"{t}: add {c}.
{t}, pay 1 life: add {g}.
{1}{g}{g}, {t}, sacrifice a desert: target creature gets +3/+3 until end of turn. activate only as a sorcery."
8398|hasran ogress|1993-12-17|0|0|1|0|0|whenever hasran ogress attacks, it deals 3 damage to you unless you pay {2}.
8399|hatchery spider|2018-11-09|0|1|0|0|0|"reach
undergrowth — when you cast this spell, reveal the top x cards of your library, where x is the number of creature cards in your graveyard. you may put a green permanent card with mana value x or less from among them onto the battlefield. put the rest on the bottom of your library in a random order."
8400|hatchet bully|2008-07-25|1|0|0|0|0|{2}{r}, {t}, put a -1/-1 counter on a creature you control: hatchet bully deals 2 damage to any target.
8401|hatching plans|2006-02-03|0|0|0|0|1|when hatching plans is put into a graveyard from the battlefield, draw three cards.
8402|hate mirage|2019-08-23|1|0|0|0|0|choose up to two target creatures you don't control. for each of those creatures, create a token that's a copy of that creature. those tokens gain haste. exile them at the beginning of the next end step.
8403|hate weaver|2000-10-02|0|0|1|0|0|{2}: target blue or red creature gets +1/+0 until end of turn.
8404|hateflayer|2008-07-25|1|0|0|0|0|"wither (this deals damage to creatures in the form of -1/-1 counters.)
{2}{r}, {q}: hateflayer deals damage equal to its power to any target."
8405|hateful eidolon|2020-01-24|0|0|1|0|0|"lifelink
whenever an enchanted creature dies, draw a card for each aura you controlled that was attached to it."
8406|hatred|1998-06-15|0|0|1|0|0|"as an additional cost to cast this spell, pay x life.
target creature gets +x/+0 until end of turn."
8407|haunted angel|2001-06-04|0|0|0|1|0|"flying
when haunted angel dies, exile haunted angel and each other player creates a 3/3 black angel creature token with flying."
8408|haunted cadaver|2002-10-07|0|0|1|0|0|"whenever haunted cadaver deals combat damage to a player, you may sacrifice it. if you do, that player discards three cards.
morph {1}{b} (you may cast this card face down as a 2/2 creature for {3}. turn it face up any time for its morph cost.)"
8409|haunted cloak|2020-11-20|0|0|0|0|0|"equipped creature has vigilance, trample, and haste.
equip {1} ({1}: attach to target creature you control. equip only as a sorcery.)"
8410|haunted crossroads|1999-10-04|0|0|1|0|0|{b}: put target creature card from your graveyard on top of your library.
8411|haunted dead|2016-07-22|0|0|1|0|0|"when haunted dead enters the battlefield, create a 1/1 white spirit creature token with flying.
{1}{b}, discard two cards: return haunted dead from your graveyard to the battlefield tapped."
8412|haunted fengraf|2012-01-28|0|0|0|0|0|"{t}: add {c}.
{3}, {t}, sacrifice haunted fengraf: return a creature card at random from your graveyard to your hand."
8413|haunted guardian|2012-04-28|0|0|0|0|0|defender, first strike
8414|haunted plate mail|2013-07-19|0|0|0|0|0|"equipped creature gets +4/+4.
{0}: until end of turn, haunted plate mail becomes a 4/4 spirit artifact creature that's no longer an equipment. activate only if you control no creatures.
equip {4} ({4}: attach to target creature you control. equip only as a sorcery.)"
8415|haunted ridge|2022-01-28|0|0|0|0|0|"haunted ridge enters the battlefield tapped unless you control two or more other lands.
{t}: add {b} or {r}."
8416|haunter of nightveil|2013-04-27|0|0|1|0|1|creatures your opponents control get -1/-0.
8417|haunting apparition|1996-10-08|0|0|1|0|1|"flying
as haunting apparition enters the battlefield, choose an opponent.
haunting apparition's power is equal to 1 plus the number of green creature cards in the chosen player's graveyard."
8418|haunting echoes|2001-10-01|0|0|1|0|0|exile all cards from target player's graveyard other than basic land cards. for each card exiled this way, search that player's library for all cards with the same name as that card and exile them. then that player shuffles.
8419|haunting hymn|2006-10-06|0|0|1|0|0|target player discards two cards. if you cast this spell during your main phase, that player discards four cards instead.
8420|haunting misery|1997-06-09|0|0|1|0|0|"as an additional cost to cast this spell, exile x creature cards from your graveyard.
haunting misery deals x damage to target player or planeswalker."
8421|haunting voyage|2021-02-05|0|0|1|0|0|"choose a creature type. return up to two creature cards of that type from your graveyard to the battlefield. if this spell was foretold, return all creature cards of that type from your graveyard to the battlefield instead.
foretell {5}{b}{b} (during your turn, you may pay {2} and exile this card from your hand face down. cast it on a later turn for its foretell cost.)"
8422|haunting wind|1994-03-04|0|0|1|0|0|whenever an artifact becomes tapped or a player activates an artifact's ability without {t} in its activation cost, haunting wind deals 1 damage to that artifact's controller.
8423|haven of the spirit dragon|2015-03-27|0|0|0|0|0|"{t}: add {c}.
{t}: add one mana of any color. spend this mana only to cast a dragon creature spell.
{2}, {t}, sacrifice haven of the spirit dragon: return target dragon creature card or ugin planeswalker card from your graveyard to your hand."
8424|havengul lich|2012-01-28|0|0|1|0|1|{1}: you may cast target creature card in a graveyard this turn. when you cast it this turn, havengul lich gains all activated abilities of that card until end of turn.
8425|havengul runebinder|2012-01-28|0|0|0|0|1|{2}{u}, {t}, exile a creature card from your graveyard: create a 2/2 black zombie creature token, then put a +1/+1 counter on each zombie creature you control.
8426|havengul skaab|2012-04-28|0|0|0|0|1|whenever havengul skaab attacks, return another creature you control to its owner's hand.
8427|havengul vampire|2012-04-28|1|0|0|0|0|"whenever havengul vampire deals combat damage to a player, put a +1/+1 counter on it.
whenever another creature dies, put a +1/+1 counter on havengul vampire."
8428|havenwood battleground|1994-11-01|0|0|0|0|0|"havenwood battleground enters the battlefield tapped.
{t}: add {g}.
{t}, sacrifice havenwood battleground: add {g}{g}."
8429|havenwood wurm|2006-10-06|0|1|0|0|0|"flash (you may cast this spell any time you could cast an instant.)
trample"
8430|havoc|1997-10-14|1|0|0|0|0|whenever an opponent casts a white spell, they lose 2 life.
8431|havoc demon|2016-06-10|0|0|1|0|0|"flying
when havoc demon dies, all creatures get -5/-5 until end of turn."
8432|havoc devils|2018-07-13|1|0|0|0|0|trample (this creature can deal excess combat damage to the player or planeswalker it's attacking.)
8433|havoc festival|2012-10-05|1|0|1|0|0|"players can't gain life.
at the beginning of each player's upkeep, that player loses half their life, rounded up."
8434|havoc jester|2020-07-03|1|0|0|0|0|whenever you sacrifice a permanent, havoc jester deals 1 damage to any target.
8435|havoc sower|2016-01-22|0|0|0|0|0|"devoid (this card has no color.)
{1}{c}: havoc sower gets +2/+1 until end of turn. ({c} represents colorless mana.)"
8436|hawkeater moth|1998-10-12|0|1|0|0|0|"flying
shroud (this creature can't be the target of spells or abilities.)"
8437|hawkins national laboratory|2019-12-02|0|0|0|0|0|"{t}: add {c}.
{4}, {t}: investigate.
at the beginning of your end step, if you sacrificed three or more clues this turn, transform hawkins national laboratory."
8438|the upside down|2019-12-02|0|0|0|0|0|"when this land transforms into the upside down, return target creature card from your graveyard to the battlefield.
when the creature put onto the battlefield with the upside down leaves the battlefield, transform the upside down.
{t}, pay 1 life: add {b}."
8439|hazardous conditions|2016-09-30|0|1|1|0|0|creatures with no counters on them get -2/-2 until end of turn.
8440|hazduhr the abbot|1995-10-01|0|0|0|1|0|{x}, {t}: the next x damage that would be dealt this turn to target white creature you control is dealt to hazduhr the abbot instead.
8441|haze frog|2010-04-23|0|1|0|0|0|"flash (you may cast this spell any time you could cast an instant.)
when haze frog enters the battlefield, prevent all combat damage that other creatures would deal this turn."
8442|haze of pollen|2017-04-28|0|1|0|0|0|"prevent all combat damage that would be dealt this turn.
cycling {3} ({3}, discard this card: draw a card.)"
8443|haze of rage|2007-05-04|1|0|0|0|0|"buyback {2} (you may pay an additional {2} as you cast this spell. if you do, put this card into your hand as it resolves.)
creatures you control get +1/+0 until end of turn.
storm (when you cast this spell, copy it for each spell cast before it this turn.)"
8444|hazerider drake|1996-10-08|0|0|0|1|1|flying, protection from red
8445|hazezon tamar|1994-06-01|1|1|0|1|0|"when hazezon tamar enters the battlefield, create x 1/1 sand warrior creature tokens that are red, green, and white at the beginning of your next upkeep, where x is the number of lands you control at that time.
when hazezon leaves the battlefield, exile all sand warriors."
8446|hazoret the fervent|2017-04-28|1|0|0|0|0|"indestructible, haste
hazoret the fervent can't attack or block unless you have one or fewer cards in hand.
{2}{r}, discard a card: hazoret deals 2 damage to each opponent."
8447|hazoret's favor|2017-04-28|1|0|0|0|0|at the beginning of combat on your turn, you may have target creature you control get +2/+0 and gain haste until end of turn. if you do, sacrifice it at the beginning of the next end step.
8448|hazoret's monument|2017-04-28|0|0|0|0|0|"red creature spells you cast cost {1} less to cast.
whenever you cast a creature spell, you may discard a card. if you do, draw a card."
8449|hazoret's undying fury|2017-07-14|1|0|0|0|0|shuffle your library, then exile the top four cards. you may cast any number of spells with mana value 5 or less from among them without paying their mana costs. lands you control don't untap during your next untap step.
8450|hazy homunculus|2000-06-05|0|0|0|0|1|hazy homunculus can't be blocked as long as defending player controls an untapped land.
8451|he who hungers|2004-10-01|0|0|1|0|0|"flying
{1}, sacrifice a spirit: target opponent reveals their hand. you choose a card from it. that player discards that card. activate only as a sorcery.
soulshift 4 (when this creature dies, you may return target spirit card with mana value 4 or less from your graveyard to your hand.)"
8452|head games|2002-10-07|0|0|1|0|0|target opponent puts the cards from their hand on top of their library. search that player's library for that many cards. the player puts those cards into their hand, then shuffles.
8453|headhunter|2002-10-07|0|0|1|0|0|"whenever headhunter deals combat damage to a player, that player discards a card.
morph {b} (you may cast this card face down as a 2/2 creature for {3}. turn it face up any time for its morph cost.)"
8454|headless horseman|1994-06-01|0|0|1|0|0|{empty}
8455|headless rider|2021-11-19|0|0|1|0|0|whenever headless rider or another nontoken zombie you control dies, create a 2/2 black zombie creature token.
8456|headless skaab|2012-01-28|0|0|0|0|1|"as an additional cost to cast this spell, exile a creature card from your graveyard.
headless skaab enters the battlefield tapped."
8457|headless specter|2019-06-05|0|0|1|0|0|"flying
hellbent — whenever headless specter deals combat damage to a player, if you have no cards in hand, that player discards a card at random."
8458|headlong rush|1998-10-12|1|0|0|0|0|attacking creatures gain first strike until end of turn.
8459|headstone|1995-10-01|0|0|1|0|0|"exile target card from a graveyard.
draw a card at the beginning of the next turn's upkeep."
8460|headstrong brute|2017-09-29|1|0|0|0|0|"headstrong brute can't block.
headstrong brute has menace as long as you control another pirate."
8461|headwater sentries|2017-09-29|0|0|0|0|1|{empty}
8462|heal|1995-06-03|0|0|0|1|0|"prevent the next 1 damage that would be dealt to any target this turn.
draw a card at the beginning of the next turn's upkeep."
8463|heal the scars|2007-10-12|0|1|0|0|0|regenerate target creature. you gain life equal to that creature's toughness.
8464|healer of the glade|2019-07-12|0|1|0|0|0|when healer of the glade enters the battlefield, you gain 3 life.
8465|healer of the pride|2012-07-12|0|0|0|1|0|whenever another creature enters the battlefield under your control, you gain 2 life.
8466|healer's flock|2021-08-26|0|0|0|1|0|flying, lifelink
8467|healer's hawk|2018-11-09|0|0|0|1|0|flying, lifelink
8468|healing grace|2018-04-27|0|0|0|1|0|prevent the next 3 damage that would be dealt to any target this turn by a source of your choice. you gain 3 life.
8469|healing hands|2015-07-17|0|0|0|1|0|"target player gains 4 life.
draw a card."
8470|healing leaves|2007-02-02|0|1|0|0|0|"choose one —
• target player gains 3 life.
• prevent the next 3 damage that would be dealt to any target this turn."
8471|healing salve|1993-08-05|0|0|0|1|0|"choose one —
• target player gains 3 life.
• prevent the next 3 damage that would be dealt to any target this turn."
8472|heap doll|2008-05-02|0|0|0|0|0|sacrifice heap doll: exile target card from a graveyard.
8473|heart sliver|1997-10-14|1|0|0|0|0|all sliver creatures have haste.
8474|heart warden|1999-06-07|0|1|0|0|0|"{t}: add {g}.
{2}, sacrifice heart warden: draw a card."
8475|heart wolf|1995-10-01|1|0|0|0|0|"first strike
{t}: target dwarf creature gets +2/+0 and gains first strike until end of turn. when that creature leaves the battlefield this turn, sacrifice heart wolf. activate only during combat."
8476|heart of bogardan|1997-06-09|1|0|0|0|0|"cumulative upkeep {2} (at the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
when a player doesn't pay heart of bogardan's cumulative upkeep, heart of bogardan deals x damage to target player or planeswalker and each creature that player or that planeswalker's controller controls, where x is twice the number of age counters on heart of bogardan minus 2."
8477|heart of kiran|2017-01-20|0|0|0|0|0|"flying, vigilance
crew 3 (tap any number of creatures you control with total power 3 or more: this vehicle becomes an artifact creature until end of turn.)
you may remove a loyalty counter from a planeswalker you control rather than pay heart of kiran's crew cost."
8478|heart of light|2005-02-04|0|0|0|1|0|"enchant creature (target a creature as you cast this. this card enters the battlefield attached to that creature.)
prevent all damage that would be dealt to and dealt by enchanted creature."
8479|heart of ramos|1999-10-04|0|0|0|0|0|"{t}: add {r}.
sacrifice heart of ramos: add {r}."
8480|heart of yavimaya|1996-06-10|0|0|0|0|0|"if heart of yavimaya would enter the battlefield, sacrifice a forest instead. if you do, put heart of yavimaya onto the battlefield. if you don't, put it into its owner's graveyard.
{t}: add {g}.
{t}: target creature gets +1/+1 until end of turn."
8481|heart-piercer bow|2014-09-26|0|0|0|0|0|"whenever equipped creature attacks, heart-piercer bow deals 1 damage to target creature defending player controls.
equip {1} ({1}: attach to target creature you control. equip only as a sorcery.)"
8482|heart-piercer manticore|2017-04-28|1|0|0|0|0|"when heart-piercer manticore enters the battlefield, you may sacrifice another creature. when you do, heart-piercer manticore deals damage equal to that creature's power to any target.
embalm {5}{r} ({5}{r}, exile this card from your graveyard: create a token that's a copy of it, except it's a white zombie manticore with no mana cost. embalm only as a sorcery.)"
8483|heartbeat of spring|2004-10-01|0|1|0|0|0|whenever a player taps a land for mana, that player adds one mana of any type that land produced.
8484|heartfire|2019-05-03|1|0|0|0|0|"as an additional cost to cast this spell, sacrifice a creature or planeswalker.
heartfire deals 4 damage to any target."
8485|heartfire immolator|2020-07-03|1|0|0|0|0|"prowess (whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
{r}, sacrifice heartfire immolator: it deals damage equal to its power to target creature or planeswalker."
8486|hearth charm|1997-02-03|1|0|0|0|0|"choose one —
• destroy target artifact creature.
• attacking creatures get +1/+0 until end of turn.
• target creature with power 2 or less can't be blocked this turn."
8487|hearth kami|2004-10-01|1|0|0|0|0|{x}, sacrifice hearth kami: destroy target artifact with mana value x.
8488|hearthcage giant|2007-10-12|1|0|0|0|0|"when hearthcage giant enters the battlefield, create two 3/1 red elemental shaman creature tokens.
sacrifice an elemental: target giant creature gets +3/+1 until end of turn."
8489|hearthfire hobgoblin|2008-07-25|1|0|0|1|0|double strike
8490|heartlash cinder|2008-07-25|1|0|0|0|0|"haste
chroma — when heartlash cinder enters the battlefield, it gets +x/+0 until end of turn, where x is the number of red mana symbols in the mana costs of permanents you control."
8491|heartless act|2020-04-24|0|0|1|0|0|"choose one —
• destroy target creature with no counters on it.
• remove up to three counters from target creature."
8492|heartless hidetsugu|2005-02-04|1|0|0|0|0|{t}: heartless hidetsugu deals damage to each player equal to half that player's life total, rounded down.
8493|heartless pillage|2017-09-29|0|0|1|0|0|"target opponent discards two cards.
raid — if you attacked this turn, create a treasure token. (it's an artifact with ""{t}, sacrifice this artifact: add one mana of any color."")"
8494|heartless summoning|2011-09-24|0|0|1|0|0|"creature spells you cast cost {2} less to cast.
creatures you control get -1/-1."
8495|heartmender|2008-05-02|0|1|0|1|0|"at the beginning of your upkeep, remove a -1/-1 counter from each creature you control.
persist (when this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)"
8496|heartseeker|2004-02-06|0|0|0|0|0|"equipped creature gets +2/+1 and has ""{t}, unattach heartseeker: destroy target creature.""
equip {5} ({5}: attach to target creature you control. equip only as a sorcery. this card enters the battlefield unattached and stays on the battlefield if the creature leaves.)"
8497|heartstabber mosquito|2009-10-02|0|0|1|0|0|"kicker {2}{b} (you may pay an additional {2}{b} as you cast this spell.)
flying
when heartstabber mosquito enters the battlefield, if it was kicked, destroy target creature."
8498|heartstone|1998-03-02|0|0|0|0|0|activated abilities of creatures cost {1} less to activate. this effect can't reduce the mana in that cost to less than one mana.
8499|heartwarming redemption|2019-05-03|1|0|0|1|0|discard all the cards in your hand, then draw that many cards plus one. you gain life equal to the number of cards in your hand.
8500|heartwood dryad|1997-10-14|0|1|0|0|0|heartwood dryad can block creatures with shadow as though heartwood dryad had shadow.
8501|heartwood giant|1997-10-14|0|1|0|0|0|{t}, sacrifice a forest: heartwood giant deals 2 damage to target player or planeswalker.
8502|heartwood shard|2003-10-02|0|0|0|0|0|{3}, {t} or {g}, {t}: target creature gains trample until end of turn.
8503|heartwood storyteller|2007-05-04|0|1|0|0|0|whenever a player casts a noncreature spell, each of that player's opponents may draw a card.
8504|heartwood treefolk|1997-10-14|0|1|0|0|0|forestwalk (this creature can't be blocked as long as defending player controls a forest.)
8505|heat ray|1998-10-12|1|0|0|0|0|heat ray deals x damage to target creature.
8506|heat shimmer|2007-10-12|1|0|0|0|0|"create a token that's a copy of target creature, except it has haste and ""at the beginning of the end step, exile this permanent."""
8507|heat stroke|1997-06-09|1|0|0|0|0|at end of combat, destroy each creature that blocked or was blocked this turn.
8508|heat wave|1997-02-03|1|0|0|0|0|"cumulative upkeep {r} (at the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
blue creatures can't block creatures you control.
nonblue creatures can't block creatures you control unless their controller pays 1 life for each blocking creature they control."
8509|heat of battle|1998-03-02|1|0|0|0|0|whenever a creature blocks, heat of battle deals 1 damage to that creature's controller.
8510|heated debate|2021-04-23|1|0|0|0|0|"this spell can't be countered. (this includes by the ward ability.)
heated debate deals 4 damage to target creature or planeswalker."
8511|heaven|2017-04-28|0|1|0|0|0|heaven deals x damage to each creature with flying.
8512|earth|2017-04-28|1|0|0|0|0|"aftermath (cast this spell only from your graveyard. then exile it.)
earth deals x damage to each creature without flying."
8513|heaven's gate|1994-06-01|0|0|0|1|0|one or more target creatures become white until end of turn.
8514|heavenly blademaster|2016-11-16|0|0|0|1|0|"flying, double strike
when heavenly blademaster enters the battlefield, you may attach any number of auras and equipment you control to it.
other creatures you control get +1/+1 for each aura and equipment attached to heavenly blademaster."
8515|heavenly qilin|2016-11-16|0|0|0|1|0|"flying (this creature can't be blocked except by creatures with flying or reach.)
whenever heavenly qilin attacks, another target creature you control gains flying until end of turn."
8516|heavy arbalest|2010-09-30|0|0|0|0|0|"equipped creature doesn't untap during its controller's untap step.
equipped creature has ""{t}: this creature deals 2 damage to any target.""
equip {4}"
8517|heavy ballista|1997-06-09|0|0|0|1|0|{t}: heavy ballista deals 2 damage to target attacking or blocking creature.
8518|heavy fog|1999-07-06|0|1|0|0|0|"cast this spell only during the declare attackers step and only if you've been attacked this step.
prevent all damage that would be dealt to you this turn by attacking creatures."
8519|heavy infantry|2015-07-17|0|0|0|1|0|when heavy infantry enters the battlefield, tap target creature an opponent controls.
8520|heavy mattock|2012-01-28|0|0|0|0|0|"equipped creature gets +1/+1.
as long as equipped creature is a human, it gets an additional +1/+1.
equip {2} ({2}: attach to target creature you control. equip only as a sorcery.)"
8521|hecatomb|1995-06-03|0|0|1|0|0|"when hecatomb enters the battlefield, sacrifice hecatomb unless you sacrifice four creatures.
tap an untapped swamp you control: hecatomb deals 1 damage to any target."
8522|heckling fiends|2012-01-28|1|0|0|0|0|{2}{r}: target creature attacks this turn if able.
8523|hedge troll|2007-02-02|0|1|0|0|0|"hedge troll gets +1/+1 as long as you control a plains.
{w}: regenerate hedge troll."
8524|hedgewitch's mask|2022-01-28|0|0|0|1|0|"equipped creature gets +1/+1.
equipped creature can't be blocked by creatures with power 4 or greater.
equip {2} ({2}: attach to target creature you control. equip only as a sorcery.)"
8525|hedonist's trove|2015-03-27|0|0|1|0|0|"when hedonist's trove enters the battlefield, exile target opponent's graveyard.
you may play lands from among cards exiled with hedonist's trove.
you may cast spells from among cards exiled with hedonist's trove. you can't cast more than one spell this way each turn."
8526|hedron alignment|2016-01-22|0|0|0|0|1|"hexproof
at the beginning of your upkeep, you may reveal your hand. if you do, you win the game if you own a card named hedron alignment in exile, in your hand, in your graveyard, and on the battlefield.
{1}{u}: scry 1."
8527|hedron archive|2015-10-02|0|0|0|0|0|"{t}: add {c}{c}.
{2}, {t}, sacrifice hedron archive: draw two cards."
8528|hedron blade|2015-10-02|0|0|0|0|0|"equipped creature gets +1/+1.
whenever equipped creature becomes blocked by one or more colorless creatures, it gains deathtouch until end of turn. (any amount of damage it deals to a creature is enough to destroy it.)
equip {2} ({2}: attach to target creature you control. equip only as a sorcery.)"
8529|hedron crab|2009-10-02|0|0|0|0|1|landfall — whenever a land enters the battlefield under your control, target player mills three cards.
8530|hedron crawler|2016-01-22|0|0|0|0|0|{t}: add {c}. ({c} represents colorless mana.)
8531|hedron matrix|2010-04-23|0|0|0|0|0|"equipped creature gets +x/+x, where x is its mana value.
equip {4}"
8532|hedron rover|2010-02-05|0|0|0|0|0|landfall — whenever a land enters the battlefield under your control, hedron rover gets +2/+2 until end of turn.
8533|hedron scrabbler|2009-10-02|0|0|0|0|0|landfall — whenever a land enters the battlefield under your control, hedron scrabbler gets +1/+1 until end of turn.
8534|hedron-field purists|2010-04-23|0|0|0|1|0|"level up {2}{w} ({2}{w}: put a level counter on this. level up only as a sorcery.)
level 1-4
1/4
if a source would deal damage to you or a creature you control, prevent 1 of that damage.
level 5+
2/5
if a source would deal damage to you or a creature you control, prevent 2 of that damage."
8535|heed the mists|2005-02-04|0|0|0|0|1|mill a card, then draw cards equal to the milled card's mana value.
8536|heedless one|2002-10-07|0|1|0|0|0|"trample
heedless one's power and toughness are each equal to the number of elves on the battlefield."
8537|heidar, rimewind master|2006-07-21|0|0|0|0|1|{2}, {t}: return target permanent to its owner's hand. activate only if you control four or more snow permanents.
8538|heightened awareness|2000-06-05|0|0|0|0|1|"as heightened awareness enters the battlefield, discard your hand.
at the beginning of your draw step, draw an additional card."
8539|heightened reflexes|2020-04-24|1|0|0|0|0|target creature gets +1/+0 until end of turn. put a first strike counter on it.
8540|heir of falkenrath|2021-08-26|0|0|1|0|0|discard a card: transform heir of falkenrath. activate only once each turn.
8541|heir to the night|2021-08-26|0|0|1|0|0|flying
8542|heir of the wilds|2014-09-26|0|1|0|0|0|"deathtouch
ferocious — whenever heir of the wilds attacks, if you control a creature with power 4 or greater, heir of the wilds gets +1/+1 until end of turn."
8543|heirloom blade|2016-11-16|0|0|0|0|0|"equipped creature gets +3/+1.
whenever equipped creature dies, you may reveal cards from the top of your library until you reveal a creature card that shares a creature type with it. put that card into your hand and the rest on the bottom of your library in a random order.
equip {1}"
8544|heirloom mirror|2022-01-28|0|0|1|0|0|{1}, {t}, pay 1 life, discard a card: draw a card, mill a card, then put a ritual counter on heirloom mirror. then if it has three or more ritual counters on it, remove them and transform it. activate only as a sorcery.
8545|inherited fiend|2022-01-28|0|0|1|0|0|"flying
{2}{b}: exile target creature card from a graveyard. put a +1/+1 counter on inherited fiend."
8546|heirs of stromkirk|2012-04-28|1|0|0|0|0|"intimidate (this creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)
whenever heirs of stromkirk deals combat damage to a player, put a +1/+1 counter on it."
8547|hekma sentinels|2017-04-28|0|0|0|0|1|whenever you cycle or discard a card, hekma sentinels gets +1/+1 until end of turn.
8548|helica glider|2020-04-24|0|0|0|1|0|helica glider enters the battlefield with your choice of a flying counter or a first strike counter on it.
8549|heliod's emissary|2013-09-21|0|0|0|1|0|"bestow {6}{w} (if you cast this card for its bestow cost, it's an aura spell with enchant creature. it becomes a creature again if it's not attached to a creature.)
whenever heliod's emissary or enchanted creature attacks, tap target creature an opponent controls.
enchanted creature gets +3/+3."
8550|heliod's intervention|2020-01-24|0|0|0|1|0|"choose one —
• destroy x target artifacts and/or enchantments.
• target player gains twice x life."
8551|heliod's pilgrim|2014-07-12|0|0|0|1|0|when heliod's pilgrim enters the battlefield, you may search your library for an aura card, reveal it, put it into your hand, then shuffle.
8552|heliod's punishment|2020-01-24|0|0|0|1|0|"enchant creature
heliod's punishment enters the battlefield with four task counters on it.
enchanted creature can't attack or block. it loses all abilities and has ""{t}: remove a task counter from heliod's punishment. then if it has no task counters on it, destroy heliod's punishment."""
8553|heliod, god of the sun|2013-09-21|0|0|0|1|0|"indestructible
as long as your devotion to white is less than five, heliod isn't a creature. (each {w} in the mana costs of permanents you control counts toward your devotion to white.)
other creatures you control have vigilance.
{2}{w}{w}: create a 2/1 white cleric enchantment creature token."
8554|heliod, sun-crowned|2019-12-02|0|0|0|1|0|"indestructible
as long as your devotion to white is less than five, heliod isn't a creature.
whenever you gain life, put a +1/+1 counter on target creature or enchantment you control.
{1}{w}: another target creature gains lifelink until end of turn."
8555|helionaut|2001-06-04|0|0|0|1|0|"flying
{1}, {t}: add one mana of any color."
8556|helium squirter|2006-05-05|0|0|0|0|1|"graft 3 (this creature enters the battlefield with three +1/+1 counters on it. whenever another creature enters the battlefield, you may move a +1/+1 counter from this creature onto it.)
{1}: target creature with a +1/+1 counter on it gains flying until end of turn."
8557|helix pinnacle|2008-07-25|0|1|0|0|0|"shroud (this enchantment can't be the target of spells or abilities.)
{x}: put x tower counters on helix pinnacle.
at the beginning of your upkeep, if there are 100 or more tower counters on helix pinnacle, you win the game."
8558|hell mongrel|2021-08-26|0|0|1|0|0|"discard a card: hell mongrel gets +1/+1 until end of turn.
madness {2}{b} (if you discard this card, discard it into exile. when you do, cast it for its madness cost or put it into your graveyard.)"
8559|hell swarm|1994-06-01|0|0|1|0|0|all creatures get -1/-0 until end of turn.
8560|hell's caretaker|1994-06-01|0|0|1|0|0|{t}, sacrifice a creature: return target creature card from your graveyard to the battlefield. activate only during your upkeep.
