|name|printed|r|g|b|w|u|text
10680|Lich's Caress|2018-07-13|0|0|1|0|0|Destroy target creature. You gain 3 life.
10681|Lich's Mastery|2018-04-27|0|0|1|0|0|"Hexproof
You can't lose the game.
Whenever you gain life, draw that many cards.
Whenever you lose life, for each 1 life you lost, exile a permanent you control or a card from your hand or graveyard.
When Lich's Mastery leaves the battlefield, you lose the game."
10682|Lich's Mirror|2008-10-03|0|0|0|0|0|If you would lose the game, instead shuffle your hand, your graveyard, and all permanents you own into your library, then draw seven cards and your life total becomes 20.
10683|Lich's Tomb|2004-02-06|0|0|0|0|0|"You don't lose the game for having 0 or less life.
Whenever you lose life, sacrifice a permanent for each 1 life you lost. (Damage causes loss of life.)"
10684|Lichenthrope|1997-02-03|0|1|0|0|0|"If damage would be dealt to Lichenthrope, put that many -1/-1 counters on it instead.
At the beginning of your upkeep, remove a -1/-1 counter from Lichenthrope."
10685|Licia, Sanguine Tribune|2016-11-16|1|0|1|1|0|"This spell costs {1} less to cast for each 1 life you gained this turn.
First strike, lifelink
Pay 5 life: Put three +1/+1 counters on Licia, Sanguine Tribune. Activate only during your turn and only once each turn."
10686|Liege of the Hollows|1997-06-09|0|1|0|0|0|When Liege of the Hollows dies, each player may pay any amount of mana. Then each player creates a number of 1/1 green Squirrel creature tokens equal to the amount of mana they paid this way.
10687|Liege of the Pit|2006-10-06|0|0|1|0|0|"Flying, trample
At the beginning of your upkeep, sacrifice a creature other than Liege of the Pit. If you can't, Liege of the Pit deals 7 damage to you.
Morph {B}{B}{B}{B} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)"
10688|Liege of the Tangle|2010-09-30|0|1|0|0|0|"Trample
Whenever Liege of the Tangle deals combat damage to a player, you may choose any number of target lands you control and put an awakening counter on each of them. Each of those lands is an 8/8 green Elemental creature for as long as it has an awakening counter on it. They're still lands."
10689|Lier, Disciple of the Drowned|2022-01-28|0|0|0|0|1|"Spells can't be countered.
Each instant and sorcery card in your graveyard has flashback. The flashback cost is equal to that card's mana cost."
10690|Liesa, Forgotten Archangel|2022-01-28|0|0|1|1|0|"Flying, lifelink
Whenever another nontoken creature you control dies, return that card to its owner's hand at the beginning of the next end step.
If a creature an opponent controls would die, exile it instead."
10691|Liesa, Shroud of Dusk|2020-11-20|0|0|1|1|0|"Rather than pay {2} for each previous time you've cast this spell from the command zone this game, pay 2 life that many times.
Flying, lifelink
Whenever a player casts a spell, they lose 2 life."
10692|Lieutenant Kirtar|2001-10-01|0|0|0|1|0|"Flying
{1}{W}, Sacrifice Lieutenant Kirtar: Exile target attacking creature."
10693|Lieutenants of the Guard|2016-08-26|0|0|0|1|0|Council's dilemma — When Lieutenants of the Guard enters the battlefield, starting with you, each player votes for strength or numbers. Put a +1/+1 counter on Lieutenants of the Guard for each strength vote and create a 1/1 white Soldier creature token for each numbers vote.
10694|Life|2001-06-04|0|1|0|0|0|All lands you control become 1/1 creatures until end of turn. They're still lands.
10695|Death|2001-06-04|0|0|1|0|0|Return target creature card from your graveyard to the battlefield. You lose life equal to its mana value.
10696|Life Burst|2001-10-01|0|0|0|1|0|Target player gains 4 life, then gains 4 life for each card named Life Burst in each graveyard.
10697|Life Chisel|1994-06-01|0|0|0|0|0|Sacrifice a creature: You gain life equal to the sacrificed creature's toughness. Activate only during your upkeep.
10698|Life Goes On|2017-07-14|0|1|0|0|0|You gain 4 life. If a creature died this turn, you gain 8 life instead.
10699|Life Matrix|1994-06-01|0|0|0|0|0|"{4}, {T}: Put a matrix counter on target creature and that creature gains ""Remove a matrix counter from this creature: Regenerate this creature."" Activate only during your upkeep."
10700|Life and Limb|2007-02-02|0|1|0|0|0|All Forests and all Saprolings are 1/1 green Saproling creatures and Forest lands in addition to their other types. (They're affected by summoning sickness.)
10701|Life from the Loam|2005-10-07|0|1|0|0|0|"Return up to three target land cards from your graveyard to your hand.
Dredge 3 (If you would draw a card, you may mill three cards instead. If you do, return this card from your graveyard to your hand.)"
10702|Life's Finale|2011-05-12|0|0|1|0|0|Destroy all creatures, then search target opponent's library for up to three creature cards and put them into their graveyard. Then that player shuffles.
10703|Life's Legacy|2014-07-12|0|1|0|0|0|"As an additional cost to cast this spell, sacrifice a creature.
Draw cards equal to the sacrificed creature's power."
10704|Lifebane Zombie|2013-07-19|0|0|1|0|0|"Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)
When Lifebane Zombie enters the battlefield, target opponent reveals their hand. You choose a green or white creature card from it and exile that card."
10705|Lifeblood|1994-06-01|0|0|0|1|0|Whenever a Mountain an opponent controls becomes tapped, you gain 1 life.
10706|Lifeblood Hydra|2014-11-07|0|1|0|0|0|"Trample
Lifeblood Hydra enters the battlefield with X +1/+1 counters on it.
When Lifeblood Hydra dies, you gain life and draw cards equal to its power."
10707|Lifecraft Awakening|2017-01-20|0|1|0|0|0|Put X +1/+1 counters on target artifact you control. If it isn't a creature or Vehicle, it becomes a 0/0 Construct artifact creature.
10708|Lifecraft Cavalry|2017-01-20|0|1|0|0|0|"Trample
Revolt — Lifecraft Cavalry enters the battlefield with two +1/+1 counters on it if a permanent you controlled left the battlefield this turn."
10709|Lifecrafter's Bestiary|2017-01-20|0|0|0|0|0|"At the beginning of your upkeep, scry 1.
Whenever you cast a creature spell, you may pay {G}. If you do, draw a card."
10710|Lifecrafter's Gift|2017-01-20|0|1|0|0|0|Put a +1/+1 counter on target creature, then put a +1/+1 counter on each creature you control with a +1/+1 counter on it.
10711|Lifeforce|1993-08-05|0|1|0|0|0|{G}{G}: Counter target black spell.
10712|Lifegift|2005-02-04|0|1|0|0|0|Whenever a land enters the battlefield, you may gain 1 life.
10713|Lifelace|1993-08-05|0|1|0|0|0|Target spell or permanent becomes green. (Mana symbols on that permanent remain unchanged.)
10714|Lifeline|1998-10-12|0|0|0|0|0|Whenever a creature dies, if another creature is on the battlefield, return the first card to the battlefield under its owner's control at the beginning of the next end step.
10715|Lifelink|2009-07-16|0|0|0|1|0|"Enchant creature
Enchanted creature has lifelink. (Damage dealt by the creature also causes its controller to gain that much life.)"
10716|Lifesmith|2010-09-30|0|1|0|0|0|Whenever you cast an artifact spell, you may pay {1}. If you do, you gain 3 life.
10717|Lifespark Spellbomb|2003-10-02|0|0|0|0|0|"{G}, Sacrifice Lifespark Spellbomb: Until end of turn, target land becomes a 3/3 creature that's still a land.
{1}, Sacrifice Lifespark Spellbomb: Draw a card."
10718|Lifespinner|2005-02-04|0|1|0|0|0|{T}, Sacrifice three Spirits: Search your library for a legendary Spirit permanent card, put it onto the battlefield, then shuffle.
10719|Lifespring Druid|2015-10-02|0|1|0|0|0|{T}: Add one mana of any color.
10720|Lifetap|1993-08-05|0|0|0|0|1|Whenever a Forest an opponent controls becomes tapped, you gain 1 life.
10721|Lifted by Clouds|2004-10-01|0|0|0|0|1|"Target creature gains flying until end of turn.
Splice onto Arcane {1}{U} (As you cast an Arcane spell, you may reveal this card from your hand and pay its splice cost. If you do, add this card's effects to that spell.)"
10722|Light Up the Night|2022-01-28|1|0|0|0|0|"Light Up the Night deals X damage to any target. It deals X plus 1 damage instead if that target is a creature or planeswalker.
Flashback—{3}{R}, Remove X loyalty counters from among planeswalkers you control. If you cast this spell this way, X can't be 0. (You may cast this card from your graveyard for its flashback cost. Then exile it.)"
10723|Light Up the Stage|2019-01-25|1|0|0|0|0|"Spectacle {R} (You may cast this spell for its spectacle cost rather than its mana cost if an opponent lost life this turn.)
Exile the top two cards of your library. Until the end of your next turn, you may play those cards."
10724|Light from Within|2008-07-25|0|0|0|1|0|Chroma — Each creature you control gets +1/+1 for each white mana symbol in its mana cost.
10725|Light of Day|1997-10-14|0|0|0|1|0|Black creatures can't attack or block.
10726|Light of Hope|2020-04-24|0|0|0|1|0|"Choose one —
• You gain 4 life.
• Destroy target enchantment.
• Put a +1/+1 counter on target creature."
10727|Light of Promise|2020-07-03|0|0|0|1|0|"Enchant creature
Enchanted creature has ""Whenever you gain life, put that many +1/+1 counters on this creature."""
10728|Light of Sanction|2005-10-07|0|0|0|1|0|Prevent all damage that would be dealt to creatures you control by sources you control.
10729|Light of the Legion|2018-11-09|0|0|0|1|0|"Flying
Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)
When Light of the Legion dies, put a +1/+1 counter on each white creature you control."
10730|Lightbringer|2000-02-14|0|0|0|1|0|{T}, Sacrifice Lightbringer: Exile target black creature.
10731|Lightform|2015-01-17|0|0|0|1|0|"When Lightform enters the battlefield, it becomes an Aura with enchant creature. Manifest the top card of your library and attach Lightform to it. (To manifest a card, put it onto the battlefield face down as a 2/2 creature. Turn it face up any time for its mana cost if it's a creature card.)
Enchanted creature has flying and lifelink."
10732|Lighthouse Chronologist|2010-04-23|0|0|0|0|1|"Level up {U} ({U}: Put a level counter on this. Level up only as a sorcery.)
LEVEL 4-6
2/4
LEVEL 7+
3/5
At the beginning of each end step, if it's not your turn, take an extra turn after this one."
10733|Lightkeeper of Emeria|2010-02-05|0|0|0|1|0|"Multikicker {W} (You may pay an additional {W} any number of times as you cast this spell.)
Flying
When Lightkeeper of Emeria enters the battlefield, you gain 2 life for each time it was kicked."
10734|Lightmine Field|2010-04-23|0|0|0|1|0|Whenever one or more creatures attack, Lightmine Field deals damage to each of those creatures equal to the number of attacking creatures.
10735|Lightning Angel|2001-06-04|1|0|0|1|1|Flying, vigilance, haste
10736|Lightning Axe|2006-10-06|1|0|0|0|0|"As an additional cost to cast this spell, discard a card or pay {5}.
Lightning Axe deals 5 damage to target creature."
10737|Lightning Berserker|2015-03-27|1|0|0|0|0|"{R}: Lightning Berserker gets +1/+0 until end of turn.
Dash {R} (You may cast this spell for its dash cost. If you do, it gains haste, and it's returned from the battlefield to its owner's hand at the beginning of the next end step.)"
10738|Lightning Blast|1997-10-14|1|0|0|0|0|Lightning Blast deals 4 damage to any target.
10739|Lightning Blow|1995-06-03|0|0|0|1|0|"Target creature gains first strike until end of turn.
Draw a card at the beginning of the next turn's upkeep."
10740|Lightning Bolt|1993-08-05|1|0|0|0|0|Lightning Bolt deals 3 damage to any target.
10741|Lightning Cloud|1997-02-03|1|0|0|0|0|Whenever a player casts a red spell, you may pay {R}. If you do, Lightning Cloud deals 1 damage to any target.
10742|Lightning Coils|2003-10-02|0|0|0|0|0|"Whenever a nontoken creature you control dies, put a charge counter on Lightning Coils.
At the beginning of your upkeep, if Lightning Coils has five or more charge counters on it, remove all of them from it and create that many 3/1 red Elemental creature tokens with haste. Exile them at the beginning of the next end step."
10743|Lightning Crafter|2008-02-01|1|0|0|0|0|"Champion a Goblin or Shaman (When this enters the battlefield, sacrifice it unless you exile another Goblin or Shaman you control. When this leaves the battlefield, that card returns to the battlefield.)
{T}: Lightning Crafter deals 3 damage to any target."
10744|Lightning Dart|2000-10-02|1|0|0|0|0|Lightning Dart deals 1 damage to target creature. If that creature is white or blue, Lightning Dart deals 4 damage to it instead.
10745|Lightning Diadem|2014-04-26|1|0|0|0|0|"Enchant creature
When Lightning Diadem enters the battlefield, it deals 2 damage to any target.
Enchanted creature gets +2/+2."
10746|Lightning Dragon|1998-10-12|1|0|0|0|0|"Flying
Echo {2}{R}{R} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
{R}: Lightning Dragon gets +1/+0 until end of turn."
10747|Lightning Elemental|1997-10-14|1|0|0|0|0|Haste (This creature can attack and {T} as soon as it comes under your control.)
10748|Lightning Greaves|2003-10-02|0|0|0|0|0|"Equipped creature has haste and shroud. (It can't be the target of spells or abilities.)
Equip {0}"
10749|Lightning Helix|2005-10-07|1|0|0|1|0|Lightning Helix deals 3 damage to any target and you gain 3 life.
10750|Lightning Hounds|1999-10-04|1|0|0|0|0|First strike
10751|Lightning Javelin|2015-07-17|1|0|0|0|0|Lightning Javelin deals 3 damage to any target. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
10752|Lightning Mare|2018-07-13|1|0|0|0|0|"This spell can't be countered.
Lightning Mare can't be blocked by blue creatures.
{1}{R}: Lightning Mare gets +1/+0 until end of turn."
10753|Lightning Mauler|2012-04-28|1|0|0|0|0|"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)
As long as Lightning Mauler is paired with another creature, both creatures have haste."
10754|Lightning Phoenix|2020-06-18|1|0|0|0|0|"Flying, haste
Lightning Phoenix can't block.
At the beginning of your end step, if an opponent was dealt 3 or more damage this turn, you may pay {R}. If you do, return Lightning Phoenix from your graveyard to the battlefield."
10755|Lightning Prowess|2012-04-28|1|0|0|0|0|"Enchant creature
Enchanted creature has haste and ""{T}: This creature deals 1 damage to any target."""
10756|Lightning Reaver|2009-04-30|1|0|1|0|0|"Haste; fear (This creature can't be blocked except by artifact creatures and/or black creatures.)
Whenever Lightning Reaver deals combat damage to a player, put a charge counter on it.
At the beginning of your end step, Lightning Reaver deals damage equal to the number of charge counters on it to each opponent."
10757|Lightning Reflexes|1996-10-08|1|0|0|0|0|"You may cast Lightning Reflexes as though it had flash. If you cast it any time a sorcery couldn't have been cast, the controller of the permanent it becomes sacrifices it at the beginning of the next cleanup step.
Enchant creature
Enchanted creature gets +1/+0 and has first strike."
10758|Lightning Rift|2002-10-07|1|0|0|0|0|Whenever a player cycles a card, you may pay {1}. If you do, Lightning Rift deals 2 damage to any target.
10759|Lightning Runner|2017-01-20|1|0|0|0|0|"Double strike, haste
Whenever Lightning Runner attacks, you get {E}{E} (two energy counters), then you may pay {E}{E}{E}{E}{E}{E}{E}{E}. If you pay, untap all creatures you control, and after this phase, there is an additional combat phase."
10760|Lightning Serpent|2006-07-21|1|0|0|0|0|"Trample, haste
Lightning Serpent enters the battlefield with X +1/+0 counters on it.
At the beginning of the end step, sacrifice Lightning Serpent."
10761|Lightning Shrieker|2015-01-17|1|0|0|0|0|"Flying, trample, haste
At the beginning of the end step, Lightning Shrieker's owner shuffles it into their library."
10762|Lightning Skelemental|2019-06-05|1|0|1|0|0|"Trample, haste
Whenever Lightning Skelemental deals combat damage to a player, that player discards two cards.
At the beginning of the end step, sacrifice Lightning Skelemental."
10763|Lightning Spear|2021-08-26|1|0|0|0|0|"Equipped creature gets +1/+0 and has trample.
{2}{R}, Sacrifice Lightning Spear: It deals 3 damage to any target.
Equip {1}"
10764|Lightning Storm|2006-07-21|1|0|0|0|0|"Lightning Storm deals X damage to any target, where X is 3 plus the number of charge counters on Lightning Storm.
Discard a land card: Put two charge counters on Lightning Storm. You may choose a new target for it. Any player may activate this ability but only if Lightning Storm is on the stack."
10765|Lightning Stormkin|2019-07-12|1|0|0|0|1|"Flying
Haste (This creature can attack and {T} as soon as it comes under your control.)"
10766|Lightning Strike|2013-09-21|1|0|0|0|0|Lightning Strike deals 3 damage to any target.
10767|Lightning Surge|2002-05-27|1|0|0|0|0|"Lightning Surge deals 4 damage to any target.
Threshold — If seven or more cards are in your graveyard, instead Lightning Surge deals 6 damage to that permanent or player and the damage can't be prevented.
Flashback {5}{R}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)"
10768|Lightning Talons|2008-10-03|1|0|0|0|0|"Enchant creature
Enchanted creature gets +3/+0 and has first strike. (It deals combat damage before creatures without first strike.)"
10769|Lightning Visionary|2020-06-18|1|0|0|0|0|Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
10770|Lightning Volley|2014-02-01|1|0|0|0|0|"Until end of turn, creatures you control gain ""{T}: This creature deals 1 damage to any target."""
10771|Lightning Wolf|2021-11-19|1|0|0|0|0|{1}{R}: Lightning Wolf gains first strike until end of turn. Activate only as a sorcery.
10772|Lightning-Core Excavator|2020-06-18|0|0|0|0|0|{5}, {T}, Sacrifice Lightning-Core Excavator: It deals 3 damage to any target.
10773|Lightning-Rig Crew|2017-09-29|1|0|0|0|0|"{T}: Lightning-Rig Crew deals 1 damage to each opponent.
Whenever you cast a Pirate spell, untap Lightning-Rig Crew."
10774|Lightwalker|2015-03-27|0|0|0|1|0|Lightwalker has flying as long as it has a +1/+1 counter on it.
10775|Lightwielder Paladin|2009-07-16|0|0|0|1|0|"First strike (This creature deals combat damage before creatures without first strike.)
Whenever Lightwielder Paladin deals combat damage to a player, you may exile target black or red permanent that player controls."
10776|Lignify|2007-10-12|0|1|0|0|0|"Enchant creature
Enchanted creature is a Treefolk with base power and toughness 0/4 and loses all abilities."
10777|Liliana Vess|2007-10-12|0|0|1|0|0|"[+1]: Target player discards a card.
[−2]: Search your library for a card, then shuffle and put that card on top.
[−8]: Put all creature cards from all graveyards onto the battlefield under your control."
10778|Liliana of the Dark Realms|2012-07-12|0|0|1|0|0|"[+1]: Search your library for a Swamp card, reveal it, put it into your hand, then shuffle.
[−3]: Target creature gets +X/+X or -X/-X until end of turn, where X is the number of Swamps you control.
[−6]: You get an emblem with ""Swamps you control have '{T}: Add {B}{B}{B}{B}.'"""
10779|Liliana of the Veil|2011-09-24|0|0|1|0|0|"[+1]: Each player discards a card.
[−2]: Target player sacrifices a creature.
[−6]: Separate all permanents target player controls into two piles. That player sacrifices all permanents in the pile of their choice."
10780|Liliana's Caress|2010-07-15|0|0|1|0|0|Whenever an opponent discards a card, that player loses 2 life.
10781|Liliana's Contract|2018-07-13|0|0|1|0|0|"When Liliana's Contract enters the battlefield, you draw four cards and you lose 4 life.
At the beginning of your upkeep, if you control four or more Demons with different names, you win the game."
10782|Liliana's Defeat|2017-07-14|0|0|1|0|0|Destroy target black creature or black planeswalker. If that permanent was a Liliana planeswalker, her controller loses 3 life.
10783|Liliana's Devotee|2020-07-03|0|0|1|0|0|"Zombies you control get +1/+0.
At the beginning of your end step, if a creature died this turn, you may pay {1}{B}. If you do, create a 2/2 black Zombie creature token."
10784|Liliana's Elite|2016-07-22|0|0|1|0|0|Liliana's Elite gets +1/+1 for each creature card in your graveyard.
10785|Liliana's Influence|2017-04-28|0|0|1|0|0|Put a -1/-1 counter on each creature you don't control. You may search your library and/or graveyard for a card named Liliana, Death Wielder, reveal it, and put it into your hand. If you search your library this way, shuffle.
10786|Liliana's Mastery|2017-04-28|0|0|1|0|0|"Zombies you control get +1/+1.
When Liliana's Mastery enters the battlefield, create two 2/2 black Zombie creature tokens."
10787|Liliana's Reaver|2013-07-19|0|0|1|0|0|"Deathtouch
Whenever Liliana's Reaver deals combat damage to a player, that player discards a card and you create a tapped 2/2 black Zombie creature token."
10788|Liliana's Scorn|2020-07-03|0|0|1|0|0|Destroy target creature. You may search your library and/or graveyard for a card named Liliana, Death Mage, reveal it, and put it into your hand. If you search your library this way, shuffle.
10789|Liliana's Scrounger|2020-07-03|0|0|1|0|0|At the beginning of each end step, if a creature died this turn, you may put a loyalty counter on a Liliana planeswalker you control.
10790|Liliana's Shade|2012-07-12|0|0|1|0|0|"When Liliana's Shade enters the battlefield, you may search your library for a Swamp card, reveal it, put it into your hand, then shuffle.
{B}: Liliana's Shade gets +1/+1 until end of turn."
10791|Liliana's Specter|2010-07-15|0|0|1|0|0|"Flying
When Liliana's Specter enters the battlefield, each opponent discards a card."
10792|Liliana's Spoils|2018-07-13|0|0|1|0|0|"Target opponent discards a card.
Look at the top five cards of your library. You may reveal a black card from among them and put it into your hand. Put the rest on the bottom of your library in a random order."
10793|Liliana's Standard Bearer|2020-07-03|0|0|1|0|0|"Flash
When Liliana's Standard Bearer enters the battlefield, draw X cards, where X is the number of creatures that died under your control this turn."
10794|Liliana's Steward|2020-07-03|0|0|1|0|0|{T}, Sacrifice Liliana's Steward: Target opponent discards a card. Activate only as a sorcery.
10795|Liliana's Triumph|2019-05-03|0|0|1|0|0|Each opponent sacrifices a creature. If you control a Liliana planeswalker, each opponent also discards a card.
10796|Liliana, Death Mage|2020-07-03|0|0|1|0|0|"[+1]: Return up to one target creature card from your graveyard to your hand.
[−3]: Destroy target creature. Its controller loses 2 life.
[−7]: Target opponent loses 2 life for each creature card in their graveyard."
10797|Liliana, Death Wielder|2017-04-28|0|0|1|0|0|"[+2]: Put a -1/-1 counter on up to one target creature.
[−3]: Destroy target creature with a -1/-1 counter on it.
[−10]: Return all creature cards from your graveyard to the battlefield."
10798|Liliana, Death's Majesty|2017-04-28|0|0|1|0|0|"[+1]: Create a 2/2 black Zombie creature token. Mill two cards.
[−3]: Return target creature card from your graveyard to the battlefield. That creature is a black Zombie in addition to its other colors and types.
[−7]: Destroy all non-Zombie creatures."
10799|Liliana, Dreadhorde General|2019-05-03|0|0|1|0|0|"Whenever a creature you control dies, draw a card.
[+1]: Create a 2/2 black Zombie creature token.
[−4]: Each player sacrifices two creatures.
[−9]: Each opponent chooses a permanent they control of each permanent type and sacrifices the rest."
10800|Liliana, Heretical Healer|2015-07-17|0|0|1|0|0|"Lifelink
Whenever another nontoken creature you control dies, exile Liliana, Heretical Healer, then return her to the battlefield transformed under her owner's control. If you do, create a 2/2 black Zombie creature token."
10801|Liliana, Defiant Necromancer|2015-07-17|0|0|1|0|0|"[+2]: Each player discards a card.
[−X]: Return target nonlegendary creature card with mana value X from your graveyard to the battlefield.
[−8]: You get an emblem with ""Whenever a creature dies, return it to the battlefield under your control at the beginning of the next end step."""
10802|Liliana, Untouched by Death|2018-07-13|0|0|1|0|0|"[+1]: Mill three cards. If at least one Zombie card is milled this way, each opponent loses 2 life and you gain 2 life.
[−2]: Target creature gets -X/-X until end of turn, where X is the number of Zombies you control.
[−3]: You may cast Zombie spells from your graveyard this turn."
10803|Liliana, Waker of the Dead|2020-07-03|0|0|1|0|0|"[+1]: Each player discards a card. Each opponent who can't loses 3 life.
[−3]: Target creature gets -X/-X until end of turn, where X is the number of cards in your graveyard.
[−7]: You get an emblem with ""At the beginning of combat on your turn, put target creature card from a graveyard onto the battlefield under your control. It gains haste."""
10804|Liliana, the Last Hope|2016-07-22|0|0|1|0|0|"[+1]: Up to one target creature gets -2/-1 until your next turn.
[−2]: Mill two cards, then you may return a creature card from your graveyard to your hand.
[−7]: You get an emblem with ""At the beginning of your end step, create X 2/2 black Zombie creature tokens, where X is two plus the number of Zombies you control."""
10805|Liliana, the Necromancer|2018-07-13|0|0|1|0|0|"[+1]: Target player loses 2 life.
[−1]: Return target creature card from your graveyard to your hand.
[−7]: Destroy up to two target creatures. Put up to two creature cards from graveyards onto the battlefield under your control."
10806|Lilting Refrain|1998-10-12|0|0|0|0|1|"At the beginning of your upkeep, you may put a verse counter on Lilting Refrain.
Sacrifice Lilting Refrain: Counter target spell unless its controller pays {X}, where X is the number of verse counters on Lilting Refrain."
10807|Lim-Dûl the Necromancer|2006-10-06|0|0|1|0|0|"Whenever a creature an opponent controls dies, you may pay {1}{B}. If you do, return that card to the battlefield under your control. If it's a creature, it's a Zombie in addition to its other creature types.
{1}{B}: Regenerate target Zombie."
10808|Lim-Dûl's Cohort|1995-06-03|0|0|1|0|0|Whenever Lim-Dûl's Cohort blocks or becomes blocked by a creature, that creature can't be regenerated this turn.
10809|Lim-Dûl's Hex|1995-06-03|0|0|1|0|0|At the beginning of your upkeep, for each player, Lim-Dûl's Hex deals 1 damage to that player unless they pay {B} or {3}.
10810|Lim-Dûl's High Guard|1996-06-10|0|0|1|0|0|"First strike
{1}{B}: Regenerate Lim-Dûl's High Guard."
10811|Lim-Dûl's Paladin|1996-06-10|1|0|1|0|0|"Trample
At the beginning of your upkeep, you may discard a card. If you don't, sacrifice Lim-Dûl's Paladin and draw a card.
Whenever Lim-Dûl's Paladin becomes blocked, it gets +6/+3 until end of turn.
Whenever Lim-Dûl's Paladin attacks and isn't blocked, it assigns no combat damage this turn and defending player loses 4 life."
10812|Lim-Dûl's Vault|1996-06-10|0|0|1|0|1|Look at the top five cards of your library. As many times as you choose, you may pay 1 life, put those cards on the bottom of your library in any order, then look at the top five cards of your library. Then shuffle and put the last cards you looked at this way on top in any order.
10813|Limestone Golem|2001-10-01|0|0|0|0|0|{2}, Sacrifice Limestone Golem: Target player draws a card.
10814|Limited Resources|1998-06-15|0|0|0|1|0|"When Limited Resources enters the battlefield, each player chooses five lands they control and sacrifices the rest.
Players can't play lands as long as ten or more lands are on the battlefield."
10815|Limits of Solidarity|2017-04-28|1|0|0|0|0|"Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn.
Cycling {2} ({2}, Discard this card: Draw a card.)"
10816|Lin Sivvi, Defiant Hero|2000-02-14|0|0|0|1|0|"{X}, {T}: Search your library for a Rebel permanent card with mana value X or less, put it onto the battlefield, then shuffle.
{3}: Put target Rebel card from your graveyard on the bottom of your library."
10817|Linden, the Steadfast Queen|2019-10-04|0|0|0|1|0|"Vigilance
Whenever a white creature you control attacks, you gain 1 life."
10818|Linessa, Zephyr Mage|2007-05-04|0|0|0|0|1|"{X}{U}{U}, {T}: Return target creature with mana value X to its owner's hand.
Grandeur — Discard another card named Linessa, Zephyr Mage: Target player returns a creature they control to its owner's hand, then repeats this process for an artifact, an enchantment, and a land."
10819|Lingering Death|2003-05-26|0|0|1|0|0|"Enchant creature
At the beginning of the end step of enchanted creature's controller, that player sacrifices that creature."
10820|Lingering Mirage|1998-10-12|0|0|0|0|1|"Enchant land
Enchanted land is an Island.
Cycling {2} ({2}, Discard this card: Draw a card.)"
10821|Lingering Phantom|2018-04-27|0|0|1|0|0|Whenever you cast a historic spell, you may pay {B}. If you do, return Lingering Phantom from your graveyard to your hand. (Artifacts, legendaries, and Sagas are historic.)
10822|Lingering Souls|2012-01-28|0|0|0|1|0|"Create two 1/1 white Spirit creature tokens with flying.
Flashback {1}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)"
10823|Lingering Tormentor|2008-07-25|0|0|1|0|0|"Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)
Persist (When this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)"
10824|Linvala, Keeper of Silence|2010-04-23|0|0|0|1|0|"Flying
Activated abilities of creatures your opponents control can't be activated."
10825|Linvala, Shield of Sea Gate|2020-09-25|0|0|0|1|1|"Flying
At the beginning of combat on your turn, if you have a full party, choose target nonland permanent an opponent controls. Until your next turn, it can't attack or block, and its activated abilities can't be activated.
Sacrifice Linvala: Choose hexproof or indestructible. Creatures you control gain that ability until end of turn."
10826|Linvala, the Preserver|2016-01-22|0|0|0|1|0|"Flying
When Linvala, the Preserver enters the battlefield, if an opponent has more life than you, you gain 5 life.
When Linvala enters the battlefield, if an opponent controls more creatures than you, create a 3/3 white Angel creature token with flying."
10827|Lion's Eye Diamond|1996-10-08|0|0|0|0|0|Discard your hand, Sacrifice Lion's Eye Diamond: Add three mana of any one color. Activate only as an instant.
10828|Lionheart Maverick|2006-02-03|0|0|0|1|0|"Vigilance
{4}{W}: Lionheart Maverick gets +1/+2 until end of turn."
10829|Liquid Fire|2001-10-01|1|0|0|0|0|"As an additional cost to cast this spell, choose a number between 0 and 5.
Liquid Fire deals X damage to target creature and 5 minus X damage to that creature's controller, where X is the chosen number."
10830|Liquify|2002-02-04|0|0|0|0|1|Counter target spell with mana value 3 or less. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.
10831|Liquimetal Coating|2010-09-30|0|0|0|0|0|{T}: Target permanent becomes an artifact in addition to its other types until end of turn.
10832|Lithatog|2001-10-01|1|1|0|0|0|"Sacrifice an artifact: Lithatog gets +1/+1 until end of turn.
Sacrifice a land: Lithatog gets +1/+1 until end of turn."
10833|Lithoform Blight|2020-09-25|0|0|1|0|0|"Enchant land
When Lithoform Blight enters the battlefield, draw a card.
Enchanted land loses all land types and abilities and has ""{T}: Add {C}"" and ""{T}, Pay 1 life: Add one mana of any color."""
